FID,STATE,DISTRICT,1970 Avg Temp,1971 Avg Temp,1972 Avg Temp,1973 Avg Temp,1974 Avg Temp,1975 Avg Temp,1976 Avg Temp,1977 Avg Temp,1978 Avg Temp,1979 Avg Temp,1980 Avg Temp,1981 Avg Temp,1982 Avg Temp,1983 Avg Temp,1984 Avg Temp,1985 Avg Temp,1986 Avg Temp,1987 Avg Temp,1988 Avg Temp,1989 Avg Temp,1990 Avg Temp,1991 Avg Temp,1992 Avg Temp,1993 Avg Temp,1994 Avg Temp,1995 Avg Temp,1996 Avg Temp,1997 Avg Temp,1998 Avg Temp,1999 Avg Temp,2000 Avg Temp,2001 Avg Temp,2002 Avg Temp,2003 Avg Temp,2004 Avg Temp,2005 Avg Temp,2006 Avg Temp,2007 Avg Temp,2008 Avg Temp,2009 Avg Temp,2010 Avg Temp,2011 Avg Temp,2012 Avg Temp,2013 Avg Temp,2014 Avg Temp,2015 Avg Temp,2016 Avg Temp,2017 Avg Temp,2018 Avg Temp,2019 Avg Temp,2020 Avg Temp,2021 Avg Temp
0,Chhattisgarh,BALOD,27.403,27.008,28.502,28.06,28.535,28.179,27.996,28.096,27.946,28.886,27.716,28.026,28.485,28.682,27.409,27.454,27.832,28.717,28.318,27.9,26.497,28.084,28.151,28.408,27.144,28.91,28.55,28.5,28.797,27.519,27.819,27.803,28.258,28.579,28.114,28.278,28.312,27.971,27.494,29.073,28.746,27.53,27.836,27.133,28.238,28.039,28.248,28.102,27.536,28.484,27.431,27.558
1,Telangana,ADILABAD,27.465,28.102,29.187,28.083,28.979,28.083,28.45,28.552,27.849,29.304,27.967,28.268,28.53,28.481,27.832,27.851,28.104,29.362,28.423,27.76,27.204,28.09,29.094,28.949,27.647,29.288,28.937,28.826,29.038,27.88,28.083,27.965,28.399,28.533,28.521,28.546,27.908,28.103,28.25,29.479,28.604,27.97,28.285,27.155,29.153,28.879,28.435,28.689,28.073,29.148,27.951,28.038
2,Madhya Pradesh,AGAR-MALWA,27.654,26.84,28.081,27.333,28.586,27.831,27.586,27.716,27.393,28.813,27.947,28.473,28.538,28.536,27.556,28.215,28.064,29.394,28.614,28.462,27.432,28.595,28.968,28.166,26.906,28.614,28.286,27.586,28.381,27.171,27.973,27.751,28.735,27.951,28.379,28.857,27.624,28.416,27.74,29.067,28.796,27.616,28.196,27.227,29.023,27.931,28.257,28.092,27.686,28.244,28.595,28.269
3,Uttar Pradesh,AGRA,30.982,29.39,31.417,31.027,30.956,30.152,30.221,29.919,30.123,31.81,30.387,31.285,31.524,30.841,30.466,30.635,30.773,32.823,30.735,30.723,30.798,31.788,31.16,31.295,30.978,31.392,30.461,30.496,31.351,30.829,30.62,30.847,31.932,30.962,31.21,31.092,30.836,30.916,29.882,32.227,31.436,30.572,31.719,30.673,32.269,31.437,31.241,31.24,30.923,31.398,31.743,31.294
4,Maharashtra,AHMEDNAGAR,25.851,26.277,27.353,25.714,26.584,25.962,25.839,26.028,26.142,26.891,25.902,26.389,26.812,26.858,26.285,26.312,26.091,27.107,26.449,25.659,25.362,25.795,26.715,26.359,25.39,27.009,26.408,26.51,26.313,25.221,25.357,26.033,26.439,26.398,26.107,26.401,26.126,26.641,26.313,27.175,26.639,26.332,26.665,25.624,27.137,27.135,26.269,26.315,26.066,26.585,26.49,26.257
5,Gujarat,AHMEDABAD,29.015,28.854,30.002,28.723,30.072,28.714,28.069,28.583,29.031,29.75,29.473,29.469,30.038,29.416,28.499,29.514,29.606,31.56,30.006,29.495,29.308,29.799,29.796,30.233,28.294,30.56,29.516,29.111,30.137,29.702,30.009,29.003,29.738,29.218,29.35,29.19,29.035,29.608,29.157,30.468,29.948,29.635,30.117,29.024,30.402,30.408,30.118,29.704,29.756,30.101,30.026,29.816
6,Rajasthan,AJMER,29.801,28.594,29.511,29.437,30.056,28.851,29.084,28.639,28.914,30.185,30.475,30.268,30.101,29.827,29.679,30.017,30.248,32.117,30.407,30.006,29.305,30.363,30.269,30.197,28.66,30.922,29.583,29.57,30.143,30.016,30.341,29.507,31.588,29.982,30.475,30.006,29.704,30.077,29.466,31.363,30.271,29.747,30.344,29.831,30.934,30.203,30.274,29.926,29.66,30.381,30.704,29.989
7,Maharashtra,AKOLA,27.246,27.931,28.237,27.237,28.704,27.334,27.484,27.727,27.513,28.792,27.756,27.952,28.65,28.48,27.865,28.002,27.906,28.964,28.093,27.436,26.9,27.844,28.278,28.211,26.751,28.941,28.159,28.052,28.626,27.444,27.744,27.449,27.603,27.363,27.78,28.088,27.167,27.874,27.667,28.804,28.23,27.29,27.643,26.636,28.81,28.514,27.981,28.23,27.402,28.118,28.0,27.78
8,Uttar Pradesh,ALIGARH,30.645,29.216,31.066,30.813,30.663,29.556,29.724,29.657,30.064,31.38,30.177,30.971,31.027,30.423,30.06,30.378,30.547,32.512,30.326,30.485,30.482,31.22,30.581,30.782,30.54,30.968,30.002,30.228,30.741,30.565,29.984,30.639,31.383,30.358,30.695,30.689,30.414,30.666,29.541,31.541,30.53,30.176,31.205,30.074,31.44,30.94,30.792,30.749,30.528,30.982,31.045,30.652
9,Madhya Pradesh,ALIRAJPUR,27.292,27.16,28.014,27.05,28.585,27.646,27.088,27.455,27.563,28.48,27.997,27.518,28.225,27.62,26.824,27.907,27.625,29.103,27.76,27.401,26.896,27.927,28.17,27.792,26.444,28.314,27.361,27.235,28.193,26.982,27.993,27.539,27.532,26.993,27.485,27.879,27.342,27.667,27.271,28.217,28.132,27.086,27.48,26.435,28.183,27.764,27.838,27.572,27.349,27.788,27.906,27.88
10,Uttar Pradesh,PRAYAGRAJ,29.786,28.581,30.774,30.44,30.148,29.675,29.535,29.449,29.408,30.641,29.242,29.696,29.843,29.88,29.303,29.914,29.397,31.174,29.942,29.824,29.053,29.886,30.627,30.709,29.869,30.934,29.903,30.013,30.797,29.848,29.576,29.78,30.851,30.106,29.903,30.687,29.891,30.075,28.987,31.128,31.071,29.704,30.843,29.834,31.017,30.938,30.291,30.581,30.603,30.964,30.226,29.999
11,Rajasthan,ALWAR,30.576,29.375,30.841,30.836,30.791,29.473,29.652,29.358,29.764,31.085,30.415,30.741,30.951,30.204,30.389,30.565,30.879,32.913,30.418,30.789,30.625,31.718,30.56,30.874,30.175,31.329,29.833,30.385,30.82,31.194,30.799,30.505,32.042,30.72,31.077,30.846,30.535,30.765,29.915,31.958,30.706,30.352,31.45,30.794,31.949,31.033,31.077,30.87,30.735,31.303,31.512,30.915
12,Haryana,AMBALA,28.553,27.455,28.758,28.409,28.51,27.829,27.638,27.559,27.802,28.269,28.13,28.752,28.833,28.338,28.185,28.277,27.559,30.096,28.389,28.151,27.974,28.533,28.088,28.31,27.872,28.12,27.637,27.848,28.314,27.652,27.098,28.173,27.979,27.793,27.962,28.48,28.14,27.869,27.511,28.824,27.707,28.134,29.26,28.351,29.336,28.372,28.8,28.618,28.504,29.129,28.954,28.786
13,Uttar Pradesh,AMBEDKAR NAGAR,29.333,28.633,30.335,29.946,29.713,29.352,29.405,29.492,29.478,30.508,29.371,29.702,29.556,30.088,28.649,29.373,29.306,30.259,29.438,29.325,29.013,29.399,29.795,29.322,29.4,29.948,29.36,29.515,30.076,29.176,28.899,28.925,29.891,29.397,28.973,30.108,29.219,29.416,28.391,30.351,30.237,29.305,30.227,29.319,30.061,30.149,29.385,29.842,29.865,29.955,29.386,29.096
14,Uttar Pradesh,AMETHI,29.796,28.901,30.976,30.219,30.075,29.359,29.4,29.564,29.352,30.342,28.887,29.167,29.349,29.215,29.07,29.511,29.26,30.689,29.699,29.618,29.232,29.748,30.098,30.023,30.17,30.365,29.506,29.7,30.18,29.691,29.256,29.447,30.416,29.452,29.752,30.263,29.654,29.52,28.5,30.554,30.364,29.255,30.241,29.103,30.235,30.384,29.554,30.019,29.939,30.31,29.962,29.597
15,Maharashtra,AMRAVATI,26.966,27.366,28.044,27.16,28.313,27.212,27.371,27.58,27.161,28.481,27.336,27.735,28.264,28.335,27.501,27.715,27.845,28.866,27.988,27.43,26.586,27.504,28.227,27.922,26.361,28.652,27.926,27.689,28.367,27.035,27.272,27.044,27.475,27.258,27.484,27.664,26.807,27.586,27.3,28.469,27.945,26.783,27.164,26.319,28.267,27.818,27.641,27.772,26.898,27.764,27.613,27.328
16,Gujarat,AMRELI,28.302,27.802,29.136,28.187,29.816,28.511,28.2,28.335,28.459,28.847,27.927,28.419,28.742,28.534,27.787,28.538,28.301,30.162,28.766,28.384,28.237,28.258,28.716,29.677,28.025,29.554,28.56,28.459,29.066,28.737,28.942,28.077,28.517,28.414,28.622,28.331,28.333,28.786,28.211,29.096,28.621,28.363,29.074,27.964,29.212,29.283,28.943,28.787,28.713,29.022,28.975,28.798
17,Uttar Pradesh,AMROHA,29.301,28.124,29.925,29.563,29.599,28.367,28.595,28.48,29.034,29.935,29.2,29.767,29.622,29.282,28.801,29.212,29.114,30.981,29.086,29.326,29.276,29.814,29.344,29.607,29.426,29.699,28.943,29.194,29.439,29.698,28.383,29.699,30.017,29.231,29.697,29.776,29.656,29.421,28.619,30.312,29.194,29.142,30.126,28.971,30.264,29.831,29.793,29.691,29.569,30.036,30.023,29.554
18,Gujarat,ANAND,29.008,28.973,30.108,28.879,30.076,28.77,28.313,28.931,29.137,29.793,29.512,29.544,30.17,29.375,28.689,29.888,29.698,31.513,29.865,29.465,29.438,29.834,29.885,30.27,28.506,30.712,29.593,29.266,30.225,29.607,30.034,28.941,29.747,29.372,29.432,29.45,29.383,29.631,29.293,30.506,30.002,29.677,30.121,28.962,30.485,30.398,30.112,29.851,29.663,30.043,29.965,29.797
19,Andhra Pradesh,ANANTAPUR,26.598,26.563,27.566,26.847,26.668,26.131,26.931,26.758,26.107,26.913,26.921,26.776,27.109,27.002,26.68,26.772,26.927,27.698,26.728,26.592,26.56,26.452,26.77,26.764,27.064,27.256,26.542,26.86,27.341,26.884,26.282,27.097,27.499,27.855,26.8,27.02,27.341,26.571,26.642,26.83,26.695,26.806,27.256,26.343,27.337,27.633,26.661,27.441,27.088,27.451,26.892,26.844
20,Odisha,ANGUL,27.809,26.834,28.868,28.326,29.111,28.217,27.726,27.2,27.871,29.131,27.577,28.525,28.942,28.538,27.779,27.487,27.904,28.619,28.397,28.147,27.477,27.134,27.636,27.511,26.082,27.527,27.674,27.601,28.499,27.338,27.627,27.068,27.84,27.657,27.748,28.771,27.285,28.44,27.65,28.721,28.776,27.542,28.043,27.659,27.735,28.526,27.989,28.192,27.843,28.111,28.193,28.195
21,Madhya Pradesh,ANUPPUR,27.196,26.254,28.038,27.773,27.712,27.571,27.186,27.059,27.1,28.272,27.268,27.446,27.716,28.196,27.0,27.424,27.374,28.122,27.768,27.51,26.8,27.227,27.925,27.864,26.693,28.293,27.554,27.511,28.231,26.936,26.836,26.678,27.314,27.712,26.963,28.066,27.361,27.753,27.035,28.799,28.298,27.012,27.964,27.189,28.372,28.011,27.913,28.075,27.506,28.457,27.613,27.434
22,Bihar,ARARIA,27.664,27.046,28.205,28.357,27.886,28.061,27.943,28.079,28.314,28.823,28.271,28.307,28.287,28.838,28.123,27.78,27.964,28.194,28.731,28.039,28.283,27.924,28.374,28.513,29.156,28.259,28.321,28.43,28.737,28.233,28.66,28.742,28.505,29.112,28.385,28.986,28.758,28.662,28.436,29.101,29.015,28.376,28.953,28.827,29.051,29.147,28.813,29.558,29.615,29.751,29.168,29.474
23,Tamil Nadu,ARIYALUR,30.477,30.238,31.063,30.589,30.379,30.008,30.634,30.714,30.46,30.632,31.099,30.468,31.249,30.988,30.353,30.27,31.243,31.59,30.548,30.636,30.767,30.734,30.834,30.587,31.018,30.808,30.069,31.121,31.034,30.946,30.662,30.917,31.496,30.869,30.597,31.296,31.004,30.719,30.614,31.411,30.297,31.004,31.324,30.94,31.366,31.542,31.161,31.362,31.438,31.623,30.71,30.755
24,Gujarat,ARVALLI,28.181,27.893,28.903,27.826,29.215,27.824,27.216,27.646,28.16,29.239,28.741,28.73,29.115,28.579,27.598,28.47,28.742,30.772,29.369,28.585,28.126,29.052,29.018,29.245,27.278,29.706,28.616,28.247,29.155,28.57,29.085,28.469,29.067,28.548,28.665,28.659,28.253,28.93,28.401,29.738,29.316,28.942,29.198,28.362,29.543,29.547,29.373,28.823,28.847,29.378,29.357,28.91
25,Bihar,ARWAL,29.75,28.713,30.823,30.279,29.691,29.064,28.827,29.342,29.188,30.685,28.959,29.855,29.613,30.151,28.344,28.758,28.694,30.175,28.709,27.976,28.054,28.825,29.333,28.045,28.801,29.073,28.821,28.917,29.86,28.475,28.463,28.504,29.416,29.373,29.17,30.213,29.103,29.061,29.115,30.163,30.308,29.21,30.051,29.599,29.638,29.901,29.386,29.593,29.704,30.022,29.418,28.653
26,Madhya Pradesh,ASHOKNAGAR,28.276,27.007,29.146,28.445,28.677,28.057,28.116,28.111,27.839,29.394,28.699,29.166,28.993,28.895,28.026,28.535,28.641,30.344,29.067,28.99,28.077,29.081,29.61,29.04,27.937,29.126,28.896,28.423,29.173,28.256,28.396,28.394,29.702,28.501,28.955,29.077,28.885,29.168,28.141,30.1,29.781,28.576,29.215,28.304,30.004,29.378,29.153,29.059,28.803,29.337,29.716,29.203
27,Uttar Pradesh,AURAIYA,30.29,28.825,31.198,30.356,30.06,29.703,29.853,29.589,29.62,30.712,28.955,29.795,30.688,30.576,29.801,29.803,29.807,31.916,30.451,30.13,29.999,30.778,30.462,30.612,30.552,30.468,30.088,29.869,30.523,30.155,29.306,29.936,31.198,30.272,30.378,30.548,30.362,30.32,29.14,31.229,30.57,29.652,30.672,29.296,30.967,30.83,30.397,30.332,30.061,30.586,30.795,30.669
28,Bihar,AURANGABAD,27.051,27.105,28.239,27.105,27.797,27.044,26.84,27.234,27.177,28.105,27.091,27.479,27.748,27.911,26.962,27.239,27.085,28.275,27.286,26.486,26.233,26.835,27.626,27.092,26.484,28.008,27.457,27.405,27.673,26.613,26.775,26.865,27.405,27.308,27.235,27.883,27.191,27.557,27.318,28.269,28.066,27.305,27.521,26.727,28.219,28.25,27.583,27.556,27.383,27.875,27.522,27.389
29,Maharashtra,AURANGABAD,27.051,27.105,28.239,27.105,27.797,27.044,26.84,27.234,27.177,28.105,27.091,27.479,27.748,27.911,26.962,27.239,27.085,28.275,27.286,26.486,26.233,26.835,27.626,27.092,26.484,28.008,27.457,27.405,27.673,26.613,26.775,26.865,27.405,27.308,27.235,27.883,27.191,27.557,27.318,28.269,28.066,27.305,27.521,26.727,28.219,28.25,27.583,27.556,27.383,27.875,27.522,27.389
30,Uttar Pradesh,AZAMGARH,29.477,28.651,30.427,30.179,29.875,29.51,29.421,29.589,29.506,30.755,29.468,30.16,29.552,30.339,28.741,29.42,29.372,30.43,29.484,29.155,28.81,29.527,29.904,29.225,29.425,30.035,29.453,29.587,30.23,29.278,28.944,28.888,29.979,29.504,29.052,30.346,29.397,29.613,28.713,30.569,30.502,29.629,30.505,29.799,30.176,30.34,29.732,30.081,30.333,30.376,29.614,29.32
31,Karnataka,BAGALKOT,25.614,25.541,26.866,25.746,25.701,25.22,25.787,25.93,25.156,25.852,25.548,25.679,26.027,26.185,25.523,25.764,25.848,26.499,25.818,25.54,25.337,25.625,26.133,25.835,25.516,26.732,25.862,26.113,26.644,25.664,25.762,26.087,26.301,26.736,25.844,25.775,25.557,25.62,25.946,26.225,25.869,25.581,26.154,25.306,26.174,26.862,25.588,26.341,25.86,26.3,25.926,25.619
32,Uttar Pradesh,BAGPAT,30.285,29.311,30.641,30.596,30.636,29.392,29.684,29.375,29.512,30.708,30.171,30.779,30.609,30.162,30.182,30.174,30.421,32.737,30.14,30.656,30.391,31.058,30.367,30.657,30.191,30.529,29.905,30.072,30.43,31.078,29.883,30.369,31.429,30.408,30.706,30.853,30.452,30.751,29.883,31.335,30.057,30.325,31.413,30.458,31.594,30.616,31.016,30.758,30.832,31.245,31.174,30.784
33,Uttar Pradesh,BAHRAICH,29.489,28.737,30.834,29.897,29.869,29.341,29.405,29.726,29.577,30.2,29.295,29.461,29.672,30.071,29.058,29.388,29.578,30.781,29.498,29.339,29.656,30.055,30.022,29.846,29.98,30.108,29.556,29.789,30.078,29.79,29.14,29.49,30.352,29.528,29.662,30.387,30.018,29.622,28.689,30.417,29.971,29.278,30.048,28.706,29.871,30.233,29.446,29.924,29.609,30.006,29.821,29.599
34,Madhya Pradesh,BALAGHAT,26.857,26.461,28.002,27.631,27.937,27.676,27.378,27.478,27.272,28.311,27.38,27.672,27.89,28.302,27.093,27.147,27.492,28.294,27.989,27.603,26.434,27.429,27.986,27.918,26.3,28.541,28.041,27.722,28.301,27.08,27.124,27.434,27.773,27.986,27.692,28.156,28.235,28.026,27.225,28.817,28.43,27.152,27.712,26.967,28.497,27.947,28.094,27.999,27.26,28.366,27.733,27.274
35,Odisha,BALESWAR,28.847,28.083,29.303,28.596,29.043,28.325,28.714,28.478,28.669,29.523,29.025,28.918,29.308,29.331,28.459,28.459,28.675,29.159,28.768,28.621,28.713,28.867,28.497,28.141,28.518,28.891,29.123,29.017,29.622,28.681,29.154,28.791,29.443,29.438,29.095,29.53,28.893,29.065,28.869,29.666,29.791,28.753,29.59,28.962,29.277,29.441,28.969,29.416,29.199,29.412,29.57,29.317
36,Uttar Pradesh,BALLIA,29.56,28.707,30.504,29.999,29.614,29.222,28.95,29.402,29.437,30.712,29.138,30.097,29.195,30.156,28.595,28.793,29.054,30.007,29.011,28.32,28.342,29.197,29.501,28.469,28.934,29.272,29.084,29.124,29.894,28.697,28.582,28.613,29.589,29.359,29.049,30.213,29.511,29.248,28.873,30.33,30.344,29.615,30.36,29.862,29.674,30.024,29.514,29.886,30.122,30.263,29.574,29.039
37,Chhattisgarh,BALODA BAZAR,27.855,27.196,28.8,28.321,28.673,28.345,28.281,28.141,27.903,29.214,28.062,28.624,28.842,28.945,27.936,28.105,28.371,29.203,28.781,28.432,27.852,28.375,28.778,28.196,27.412,28.894,28.726,28.861,29.209,28.0,28.274,27.773,28.204,28.582,27.967,28.519,28.273,28.345,27.891,29.567,29.402,27.648,28.462,27.868,27.986,28.91,28.547,28.606,28.089,29.032,28.392,28.433
38,Chhattisgarh,BALARAMPUR,27.72,26.377,28.493,27.897,27.985,27.738,27.568,27.74,27.73,28.928,27.703,28.153,28.363,28.685,26.973,27.796,27.449,28.753,27.844,27.211,27.145,27.623,28.157,27.544,27.088,28.531,27.7,27.78,28.422,27.223,27.343,27.309,28.175,28.102,27.797,28.579,27.424,27.764,27.005,28.912,28.7,27.346,28.185,27.685,28.393,28.111,28.057,28.101,27.835,28.42,27.586,27.253
39,Uttar Pradesh,BALRAMPUR,29.241,28.556,30.531,29.738,29.608,29.229,29.289,29.52,29.539,30.196,29.318,29.434,29.493,29.98,28.661,29.248,29.463,30.442,29.401,29.246,29.458,29.766,29.822,29.559,29.477,29.736,29.275,29.516,29.875,29.364,28.87,29.198,29.87,29.252,29.176,30.022,29.546,29.257,28.489,30.242,29.955,29.124,30.024,28.977,29.832,30.014,29.169,29.726,29.603,29.815,29.443,29.187
40,Gujarat,BANAS KANTHA,27.53,26.963,27.974,26.716,28.581,26.782,26.366,26.431,26.982,28.313,28.392,27.77,28.036,27.857,26.583,27.36,27.686,29.846,28.878,27.727,27.199,27.968,27.632,27.909,25.831,28.578,27.686,27.249,28.336,27.908,28.254,27.389,28.032,27.274,27.332,27.282,26.675,27.958,27.353,28.652,28.18,27.973,28.157,27.49,28.48,28.513,28.403,27.775,27.908,28.551,28.469,27.968
41,Uttar Pradesh,BANDA,29.684,28.209,30.648,30.417,30.169,29.557,29.513,29.457,29.326,30.873,29.092,29.498,29.371,29.382,29.713,29.801,29.586,31.476,29.951,29.781,28.958,29.723,30.323,30.814,30.047,30.609,29.755,29.73,30.334,29.802,28.743,29.675,30.695,29.662,29.147,29.356,29.83,29.978,28.749,30.624,30.428,29.33,30.416,29.037,30.716,30.862,30.218,30.061,30.217,30.557,30.171,29.955
42,Karnataka,BENGALURU RURAL,23.828,23.765,24.57,23.987,23.98,23.595,24.488,24.243,23.6,24.217,24.197,24.179,24.319,24.372,23.898,24.031,24.267,24.986,24.305,24.114,24.225,23.923,24.139,24.255,24.257,24.524,24.101,24.868,24.788,24.388,24.0,24.678,25.045,25.052,24.098,24.437,24.704,23.974,24.169,24.417,24.264,24.374,24.939,24.001,24.768,25.122,24.557,24.949,24.536,25.021,24.621,24.53
43,Karnataka,BENGALURU URBAN,24.039,23.958,24.747,24.187,24.281,23.779,24.678,24.409,23.774,24.317,24.374,24.328,24.53,24.55,24.104,24.291,24.473,25.197,24.486,24.306,24.479,24.16,24.352,24.469,24.461,24.674,24.255,25.111,24.974,24.603,24.233,24.811,25.335,25.259,24.319,24.657,24.941,24.157,24.399,24.722,24.488,24.659,25.227,24.349,25.003,25.477,24.979,25.213,24.784,25.328,24.908,24.785
44,Bihar,BANKA,28.584,27.612,29.114,28.399,28.398,29.032,28.952,28.897,29.025,29.984,29.389,29.48,29.891,30.297,28.7,29.11,29.236,29.445,29.38,28.995,29.047,29.563,29.754,29.551,29.639,29.473,29.397,29.795,30.667,29.181,29.639,29.724,29.634,29.876,29.468,30.028,29.664,29.394,29.719,30.251,30.214,29.286,30.144,29.921,29.914,29.927,29.605,30.065,30.359,30.626,30.176,30.114
45,Rajasthan,BANSWARA,27.357,26.846,27.444,26.63,28.498,27.436,26.993,27.245,27.375,28.68,27.8,28.034,28.257,27.962,27.089,27.862,27.832,29.515,28.325,27.579,26.99,28.497,28.564,28.173,26.79,28.768,27.655,27.574,28.256,27.045,28.133,27.996,28.178,27.657,28.159,28.335,27.243,28.175,27.67,28.68,28.448,27.536,28.029,27.116,28.639,28.014,28.255,27.803,27.65,28.121,28.372,28.09
46,Uttar Pradesh,BARABANKI,29.731,28.798,30.891,29.991,30.015,29.421,29.464,29.742,29.559,30.403,29.296,29.482,29.745,29.938,29.18,29.562,29.59,30.924,29.75,29.561,29.628,30.092,30.164,30.075,30.299,30.404,29.659,29.894,30.229,29.896,29.267,29.577,30.526,29.581,29.887,30.372,30.063,29.732,28.641,30.6,30.244,29.364,30.229,28.875,30.135,30.417,29.564,30.04,29.714,30.241,30.057,29.733
47,Rajasthan,BARAN,28.772,27.479,29.297,28.889,29.394,28.537,28.537,28.684,28.234,29.905,29.3,29.575,29.551,29.138,28.659,29.014,29.085,30.937,29.497,29.733,28.66,30.0,30.179,29.298,27.986,29.62,29.183,28.819,29.392,28.565,29.132,28.84,30.274,29.324,29.709,29.817,29.048,29.651,28.64,30.634,30.093,28.967,29.56,28.702,30.411,29.517,29.487,29.485,29.044,29.566,30.103,29.583
48,Uttar Pradesh,BAREILLY,28.672,27.467,29.292,28.855,28.781,28.177,28.277,28.43,28.47,29.45,28.33,28.791,28.713,28.92,28.187,28.331,28.561,30.123,28.63,28.422,28.672,29.066,28.716,28.929,29.104,29.156,28.473,28.726,28.987,28.894,27.938,28.916,29.388,28.565,28.649,29.197,29.138,28.822,27.935,29.617,28.679,28.42,29.447,28.247,29.555,29.356,29.15,29.129,28.886,29.347,29.402,29.056
49,Odisha,BARGARH,28.639,27.816,29.543,28.974,29.743,28.899,29.016,28.404,27.931,29.596,28.174,28.852,29.415,29.343,28.615,28.241,28.548,29.48,28.958,28.546,28.059,27.583,28.519,27.907,26.687,28.694,28.268,28.864,29.423,27.989,28.178,27.296,27.644,28.32,28.081,28.627,27.605,28.552,27.937,29.473,29.581,27.765,28.361,27.882,27.71,28.952,28.505,28.468,28.105,28.852,28.418,28.505
50,Rajasthan,BARMER,30.135,29.47,29.875,29.421,30.935,29.215,29.24,29.2,29.381,30.692,31.081,30.817,30.681,30.584,29.372,29.704,29.933,31.645,31.256,30.309,29.599,30.526,29.793,30.108,28.204,30.927,29.844,29.977,31.051,30.352,30.451,29.775,30.787,29.498,30.317,30.366,29.603,30.657,30.105,31.235,30.434,30.375,30.37,30.34,30.967,30.623,30.992,30.411,30.328,31.545,31.568,30.846
51,Madhya Pradesh,BARWANI,27.434,27.55,28.197,27.054,28.298,27.564,27.025,27.465,27.552,28.316,27.523,27.753,28.159,28.194,27.344,27.983,27.742,29.003,28.109,27.53,27.054,27.637,28.334,27.693,26.518,28.494,27.698,27.588,28.509,27.352,27.947,27.523,27.589,27.092,27.341,27.979,27.453,27.601,27.337,28.255,28.129,26.821,27.097,26.079,28.088,27.837,27.74,27.718,27.436,27.992,27.732,27.751
52,Chhattisgarh,BASTAR,25.775,25.487,26.635,26.413,26.699,26.027,26.22,26.338,25.942,26.969,25.782,26.236,26.471,26.828,25.93,25.526,25.876,26.855,26.511,25.849,25.691,26.231,26.45,26.469,25.392,26.715,26.116,26.646,26.837,25.714,25.959,25.76,26.174,26.611,25.693,25.986,25.106,26.12,25.8,26.923,26.704,26.163,25.885,25.669,26.241,26.439,26.176,25.95,25.704,26.305,25.943,26.002
53,Uttar Pradesh,BASTI,29.203,28.546,30.295,29.73,29.557,29.16,29.274,29.373,29.407,30.254,29.29,29.669,29.456,29.976,28.527,29.215,29.362,30.308,29.372,29.231,29.125,29.454,29.698,29.387,29.289,29.646,29.197,29.392,29.868,29.119,28.77,28.875,29.695,29.144,28.907,29.958,29.229,29.299,28.459,30.216,30.032,29.28,30.108,29.225,29.794,29.951,29.187,29.647,29.589,29.722,29.303,28.988
54,Maharashtra,BEED,26.191,27.133,28.042,26.367,27.201,26.588,26.616,26.785,26.689,27.637,26.525,27.117,27.529,27.258,27.012,26.827,26.561,27.69,26.69,26.071,25.798,26.642,27.212,26.967,25.912,27.656,26.848,27.206,26.715,25.549,25.757,26.752,26.979,27.153,26.808,27.029,26.702,26.974,26.969,27.814,27.099,26.933,27.505,26.117,27.764,27.906,26.711,26.774,26.451,27.019,26.8,26.514
55,Bihar,BEGUSARAI,29.027,28.028,29.87,29.479,29.279,29.233,29.128,29.227,29.328,30.236,28.968,29.503,29.009,29.94,28.746,29.178,28.977,29.341,29.323,28.779,29.111,29.289,29.489,29.327,29.229,29.314,29.175,29.453,30.401,28.757,29.129,29.296,29.454,29.816,29.372,30.211,29.735,29.284,29.24,30.317,30.255,29.262,30.144,29.823,30.021,30.167,29.279,30.115,30.163,30.651,30.109,29.62
56,Karnataka,BELAGAVI,24.934,24.908,26.063,25.069,25.17,24.812,25.14,25.311,24.7,25.417,25.031,25.149,25.397,25.679,24.957,25.022,25.359,26.056,25.404,25.006,24.863,25.202,25.607,25.299,24.83,26.019,25.561,25.728,25.977,25.016,25.18,25.412,25.518,25.817,25.17,25.249,24.9,25.046,25.37,25.695,25.583,25.147,25.592,24.837,25.717,26.208,25.169,25.904,25.328,25.719,25.402,25.211
57,Karnataka,BALLARI,26.365,26.25,27.421,26.549,26.404,25.908,26.686,26.526,25.721,26.505,26.389,26.403,26.705,26.869,26.297,26.578,26.488,27.326,26.478,26.24,26.02,26.101,26.41,26.125,26.583,27.397,26.356,26.587,27.338,26.624,26.329,26.844,27.307,27.669,26.712,26.777,26.97,26.376,26.346,26.552,26.449,26.409,26.869,26.057,26.969,27.485,26.331,27.246,26.787,27.114,26.615,26.53
58,Chhattisgarh,BEMETARA,27.223,26.654,28.103,27.786,27.964,27.846,27.618,27.713,27.571,28.599,27.635,27.995,28.197,28.463,27.307,27.558,27.793,28.301,28.279,27.85,26.768,27.736,28.385,28.187,26.943,28.698,28.389,28.31,28.603,27.342,27.457,27.585,28.148,28.354,27.663,28.447,28.043,28.063,27.501,29.099,28.853,27.315,28.086,27.381,28.377,28.358,28.285,28.241,27.681,28.748,27.936,27.65
