FID,STATE,DISTRICT,1970 Avg Temp,1971 Avg Temp,1972 Avg Temp,1973 Avg Temp,1974 Avg Temp,1975 Avg Temp,1976 Avg Temp,1977 Avg Temp,1978 Avg Temp,1979 Avg Temp,1980 Avg Temp,1981 Avg Temp,1982 Avg Temp,1983 Avg Temp,1984 Avg Temp,1985 Avg Temp,1986 Avg Temp,1987 Avg Temp,1988 Avg Temp,1989 Avg Temp,1990 Avg Temp,1991 Avg Temp,1992 Avg Temp,1993 Avg Temp,1994 Avg Temp,1995 Avg Temp,1996 Avg Temp,1997 Avg Temp,1998 Avg Temp,1999 Avg Temp,2000 Avg Temp,2001 Avg Temp,2002 Avg Temp,2003 Avg Temp,2004 Avg Temp,2005 Avg Temp,2006 Avg Temp,2007 Avg Temp,2008 Avg Temp,2009 Avg Temp,2010 Avg Temp,2011 Avg Temp,2012 Avg Temp,2013 Avg Temp,2014 Avg Temp,2015 Avg Temp,2016 Avg Temp,2017 Avg Temp,2018 Avg Temp,2019 Avg Temp,2020 Avg Temp,2021 Avg Temp
179,Uttar Pradesh,HATHRAS,15.302,15.249,14.939,16.385,14.722,14.521,16.458,15.745,14.912,15.901,16.412,16.088,15.434,15.021,14.659,15.242,15.272,16.748,16.795,14.811,16.46,15.622,15.003,16.424,16.1,15.083,15.777,14.926,15.34,14.826,14.786,14.986,15.357,14.184,14.65,15.294,17.806,15.858,14.768,16.877,15.632,15.108,14.982,14.624,14.565,15.625,16.784,16.374,16.182,15.198,15.044,16.166
180,Karnataka,HAVERI,24.553,24.096,23.587,24.891,23.985,23.931,23.043,24.48,24.134,24.428,24.408,24.132,24.45,23.782,24.926,25.119,24.043,24.245,24.643,24.21,24.112,24.698,23.689,24.085,24.389,24.178,24.654,23.279,24.966,24.362,24.57,24.834,24.723,25.295,24.475,24.915,24.24,24.668,24.097,24.794,25.113,23.841,24.576,24.967,24.618,24.078,25.301,25.128,24.193,24.289,24.937,24.726
181,Jharkhand,HAZARIBAGH,18.011,17.175,16.551,19.275,17.33,17.349,18.473,18.652,16.808,17.918,18.461,17.487,18.39,17.068,16.968,17.864,17.749,17.783,17.833,16.795,17.873,18.233,16.861,18.416,18.034,16.832,17.787,16.864,17.315,18.137,17.298,17.966,18.191,16.234,16.832,18.424,19.667,17.972,17.249,19.843,17.425,17.524,17.862,17.387,17.273,18.299,19.279,18.716,17.797,17.833,17.114,18.235
182,Maharashtra,HINGOLI,23.962,23.113,22.144,24.298,22.79,21.953,22.179,23.521,22.418,23.557,24.407,22.732,23.973,22.81,22.833,23.969,23.166,23.382,24.437,22.969,23.205,23.284,22.172,22.721,23.042,21.796,24.563,21.435,23.067,22.664,22.687,23.812,23.094,23.954,23.069,22.933,23.547,23.032,22.666,25.246,23.13,22.511,23.17,23.549,23.159,22.96,25.055,23.659,23.633,22.929,22.727,24.133
183,Haryana,HISAR,14.216,14.399,13.83,15.31,13.519,13.342,15.605,14.481,13.647,14.804,15.016,15.513,14.236,14.127,13.207,15.074,14.378,16.089,16.108,14.097,15.775,14.799,14.57,15.857,15.194,14.316,15.022,13.995,14.631,14.757,13.7,14.689,14.735,13.675,14.737,14.274,17.333,15.276,13.743,16.229,14.887,13.969,13.678,14.097,13.791,14.941,15.512,15.626,15.661,14.294,14.066,15.148
184,Madhya Pradesh,NARMADAPURAM,19.346,18.292,17.527,19.703,18.172,17.837,19.202,19.277,18.088,18.906,19.433,18.768,19.111,18.087,17.833,18.866,18.55,18.993,20.179,18.143,19.956,18.717,18.314,19.52,19.127,18.14,19.759,17.697,18.632,19.0,18.578,19.61,19.154,19.568,18.723,18.792,20.683,19.473,17.721,21.157,18.871,18.536,17.962,18.287,18.638,18.07,19.748,19.167,18.846,18.373,17.621,19.669
185,Telangana,HYDERABAD,23.571,23.542,22.84,24.797,23.562,23.127,22.029,23.537,23.361,24.055,24.783,23.685,24.53,24.128,23.96,24.465,23.015,23.519,24.13,23.744,23.79,24.479,22.837,23.692,24.258,22.633,24.671,23.053,24.817,23.64,24.519,24.684,23.776,24.787,23.312,24.418,23.478,24.146,24.242,25.316,24.316,23.528,24.341,24.896,23.457,24.237,25.898,24.493,23.334,23.447,23.809,23.585
186,Madhya Pradesh,INDORE,19.468,18.738,18.279,19.562,18.792,18.063,19.89,19.65,18.749,18.918,19.738,18.95,19.371,18.157,17.782,18.963,18.778,19.855,20.895,18.761,20.425,19.407,18.584,19.774,19.489,18.767,19.5,18.302,18.972,19.43,18.373,19.936,19.05,20.204,19.068,18.546,21.098,19.74,17.285,21.235,19.196,18.244,17.914,18.377,18.119,18.396,20.063,19.68,19.947,18.374,18.233,19.967
187,Madhya Pradesh,JABALPUR,18.683,18.192,17.64,19.391,17.83,17.895,18.825,18.899,17.516,18.234,19.73,18.652,18.814,18.043,17.892,18.57,18.644,18.27,19.05,18.271,19.994,19.121,17.971,19.125,19.061,17.854,19.348,17.734,18.548,18.653,17.986,18.401,18.265,18.78,17.847,18.933,20.729,19.218,17.999,20.588,18.226,18.626,17.845,18.234,18.121,18.326,19.876,19.298,19.083,18.525,17.712,19.5
188,Odisha,JAGATSINGHAPUR,24.09,23.049,21.962,25.01,22.711,22.177,22.049,22.592,22.267,23.104,24.741,23.168,24.216,23.5,22.655,23.369,22.073,22.03,22.739,23.229,24.091,23.526,22.556,23.553,23.203,22.386,23.582,22.282,23.668,23.184,23.398,23.493,23.625,23.279,22.552,24.21,24.205,23.674,22.523,25.288,23.338,22.604,23.388,22.601,22.569,22.947,24.821,23.668,22.687,22.498,21.732,23.824
189,Telangana,JAGTIAL,24.383,23.96,23.026,25.381,23.622,23.103,22.63,24.569,23.817,24.728,25.509,23.786,25.128,23.648,24.197,25.013,23.432,23.985,24.651,23.616,23.931,24.499,22.768,23.611,24.425,22.68,25.048,22.79,24.681,23.669,24.084,24.41,24.214,25.173,23.736,24.236,23.92,23.845,24.169,25.702,24.326,23.363,24.484,24.703,24.025,23.812,26.013,24.228,23.749,23.393,23.839,24.236
190,Bihar,JEHANABAD,17.622,17.367,16.608,19.183,17.21,16.715,17.862,17.634,16.553,17.912,17.419,17.384,17.868,16.194,16.469,17.447,17.444,18.177,18.154,16.171,16.649,17.565,16.572,17.345,17.677,16.554,17.247,16.612,17.115,17.529,16.305,16.883,17.856,15.435,16.091,18.089,19.228,17.554,17.033,19.154,16.481,16.784,17.786,17.074,16.504,17.748,18.455,18.142,16.429,17.62,16.66,17.252
191,Rajasthan,JAIPUR,16.068,15.623,15.058,16.192,14.694,13.915,16.58,15.353,15.028,15.58,15.792,16.257,14.944,14.653,14.098,15.881,15.273,16.908,17.372,15.182,16.952,16.373,15.671,17.005,16.473,15.92,16.42,15.466,15.609,16.178,15.495,16.292,16.178,15.594,16.11,15.037,18.713,16.742,14.746,18.027,16.931,15.797,15.39,15.724,15.097,16.896,17.339,16.858,17.588,15.594,15.705,17.177
192,Rajasthan,JAISALMER,18.439,17.376,16.124,17.696,16.121,15.921,18.122,18.047,17.077,17.203,18.077,18.596,17.265,17.023,15.686,17.392,16.459,18.247,19.681,17.241,19.325,17.17,17.427,18.945,17.917,17.679,18.39,18.397,18.365,18.32,17.738,18.463,17.799,17.666,18.555,16.707,20.37,18.401,16.251,19.556,18.965,17.829,16.412,17.874,17.153,18.892,19.474,18.511,20.198,18.028,17.951,19.678
193,Odisha,JAJPUR,23.213,22.394,21.603,24.743,22.219,21.731,21.546,22.312,21.829,22.676,24.184,22.678,23.683,22.957,22.104,22.844,21.663,21.552,22.16,22.738,23.628,23.069,21.949,22.948,22.603,21.785,22.995,21.757,23.035,22.665,22.918,22.954,22.983,22.592,22.002,23.622,23.733,22.974,21.96,24.789,22.819,22.084,22.837,22.037,22.007,22.437,24.294,23.171,22.178,21.963,21.147,23.313
194,Uttar Pradesh,JALAUN,16.454,16.12,15.828,17.548,15.802,15.846,17.212,16.248,15.747,16.326,16.824,16.688,16.307,15.153,15.209,16.486,16.5,17.638,17.491,16.046,17.693,16.809,16.095,17.464,17.27,16.288,16.862,16.012,16.427,16.073,16.205,16.223,16.612,15.323,15.893,16.773,19.437,17.28,15.967,18.142,16.483,16.127,15.739,15.517,15.193,16.206,18.007,17.402,17.419,16.411,16.235,17.443
195,Maharashtra,JALGAON,22.422,21.954,21.072,22.689,21.68,21.067,21.597,22.293,21.373,22.51,22.729,21.669,22.239,21.809,21.472,22.319,22.297,22.586,23.217,21.606,22.636,21.588,20.959,21.978,21.785,20.637,23.359,20.536,21.97,21.884,21.473,22.67,21.816,23.084,22.167,21.653,23.239,22.453,20.878,24.118,21.935,21.38,21.489,22.231,21.964,21.668,23.352,22.743,22.7,21.553,21.58,23.178
196,Maharashtra,JALNA,22.749,22.189,21.289,23.434,22.215,21.501,21.527,22.781,21.558,22.9,23.246,21.898,22.746,22.221,22.257,22.824,22.367,22.633,23.375,21.864,22.585,22.298,21.229,22.102,21.981,20.957,23.801,20.685,22.158,21.832,21.813,23.051,22.424,23.419,22.522,22.216,23.128,22.577,21.55,24.449,22.399,21.938,22.287,23.107,22.404,22.235,24.086,23.05,22.972,22.024,22.127,23.569
197,Rajasthan,JALORE,18.568,17.33,16.638,18.196,16.964,15.692,17.062,17.702,16.826,17.051,17.713,18.285,17.287,16.573,15.318,16.522,16.806,18.191,19.201,17.036,18.776,17.241,16.62,18.159,16.821,17.014,17.692,17.35,17.242,17.694,17.062,17.606,17.278,17.903,17.493,15.979,19.309,18.554,15.894,19.058,18.457,17.319,16.064,17.328,16.672,18.447,19.017,18.198,19.192,17.4,17.316,18.408
198,Gujarat,JAMNAGAR,20.793,19.738,19.272,20.136,19.901,20.031,20.93,20.703,20.19,19.993,20.603,20.979,20.817,20.007,18.606,20.432,20.333,21.146,22.504,20.072,21.712,20.015,20.61,22.154,21.182,20.625,21.221,20.519,20.686,21.167,21.2,21.011,21.153,22.078,21.284,20.258,22.413,22.175,19.464,22.547,22.04,21.041,19.812,21.174,20.355,21.688,22.278,22.143,22.566,21.104,20.874,21.352
199,Jharkhand,JAMTARA,19.534,19.004,17.97,20.469,18.732,18.827,19.988,19.175,18.553,19.347,19.752,19.37,20.179,19.125,18.836,19.899,19.577,19.752,19.565,18.812,19.666,19.941,18.705,20.226,19.659,18.666,19.723,18.765,18.684,20.218,19.136,19.483,19.789,17.649,18.408,19.678,20.764,19.049,18.663,21.048,18.848,18.531,19.315,18.512,18.604,19.518,20.195,19.729,18.784,19.126,18.661,19.818
200,Bihar,JAMUI,17.695,17.356,16.458,18.884,17.699,17.694,18.714,18.086,16.948,18.259,18.647,18.464,18.975,17.636,17.459,18.44,18.344,18.844,18.834,17.7,18.323,18.697,17.485,18.712,18.411,17.58,18.59,17.362,17.524,18.537,17.782,18.099,18.814,15.856,16.881,18.828,19.973,18.273,17.931,19.953,17.425,17.411,18.254,17.318,17.535,18.555,18.951,18.896,17.227,18.262,17.612,18.419
201,Telangana,JANGAON,24.312,24.169,23.347,25.405,24.066,23.686,22.825,24.284,24.004,25.06,25.566,24.211,25.081,24.546,24.477,25.278,23.466,23.846,24.633,24.277,24.396,25.017,23.348,23.952,24.593,23.182,24.991,23.166,25.028,23.771,24.449,24.31,24.232,25.174,23.829,24.913,24.187,24.295,24.539,25.592,24.405,23.241,24.415,24.866,24.193,23.837,25.921,24.486,23.769,23.733,24.576,24.708
202,Chhattisgarh,JANJGIR_CHAMPA,20.188,19.418,19.021,20.737,19.055,18.566,18.819,19.748,19.068,19.539,20.885,19.668,20.438,19.634,19.425,19.593,19.225,19.162,19.914,19.254,20.486,20.443,18.749,20.095,19.936,18.028,19.897,19.117,19.082,19.929,19.7,19.738,19.863,19.708,18.851,20.102,20.521,19.755,18.97,21.272,19.356,18.926,19.108,19.444,19.344,19.531,20.698,20.008,19.831,19.085,18.357,20.587
203,Chhattisgarh,JASHPUR,19.377,18.391,17.842,20.082,17.986,18.202,18.487,18.998,18.225,18.958,20.264,18.893,20.039,18.857,18.914,18.965,18.805,18.685,19.276,18.371,20.172,19.74,17.978,19.62,19.404,17.898,19.129,18.393,18.592,19.45,18.993,19.319,19.467,18.892,18.454,19.706,20.313,19.343,18.325,20.804,18.934,18.755,18.924,18.95,18.968,19.378,20.345,19.683,19.303,18.808,17.984,19.997
204,Uttar Pradesh,JAUNPUR,17.048,16.791,16.308,18.688,16.786,16.78,17.689,17.016,16.301,17.498,17.508,17.522,17.242,15.821,16.11,17.381,17.104,17.73,17.664,16.367,17.247,17.272,16.615,17.527,17.689,16.804,17.583,16.695,17.176,17.428,16.417,16.91,17.726,15.386,15.944,17.963,18.975,17.246,16.814,18.313,16.004,16.491,16.864,16.048,15.913,16.667,18.076,17.66,16.906,17.305,16.309,17.382
205,Telangana,JAYASHANKAR BHOOPALPALLY,24.489,24.169,23.233,25.432,23.953,23.49,22.491,23.842,23.467,24.542,25.385,23.69,24.833,24.307,24.194,24.785,23.083,23.543,24.589,24.26,24.462,25.071,23.382,24.108,24.341,22.937,24.669,22.896,24.744,23.713,23.956,24.018,24.158,24.975,23.41,24.663,23.974,24.057,24.195,25.388,24.187,22.929,23.92,24.481,23.899,23.481,25.488,24.026,23.465,23.342,24.092,24.378
206,Madhya Pradesh,JHABUA,20.172,19.469,18.833,19.927,19.75,18.991,20.895,20.273,19.657,19.842,20.689,19.401,19.866,18.622,17.979,19.417,19.75,20.606,21.389,19.213,21.038,19.645,19.264,20.4,19.903,19.01,20.303,18.946,19.517,19.422,18.884,20.487,19.481,20.524,19.794,19.169,21.515,20.44,17.983,21.682,20.437,19.077,18.269,19.131,18.738,19.398,20.664,20.154,20.63,18.923,19.091,20.551
207,Haryana,JHAJJAR,14.271,14.74,14.179,15.525,14.018,13.88,16.081,14.777,14.193,15.289,15.437,15.834,14.746,14.208,13.578,15.279,14.714,16.377,16.504,14.393,16.241,15.143,14.892,16.192,15.46,14.809,15.394,14.564,15.053,15.027,14.181,14.996,14.978,14.029,14.978,14.744,17.53,15.664,14.116,16.535,15.346,14.382,14.06,14.346,14.149,15.267,15.926,16.015,15.965,14.632,14.481,15.449
208,Rajasthan,JHALAWAR,18.451,17.793,17.413,18.876,17.585,17.053,19.178,18.876,17.48,18.04,18.7,18.371,18.258,17.253,16.965,18.178,18.26,18.964,19.557,18.112,19.345,18.874,17.907,19.356,18.919,17.216,17.73,17.616,17.084,17.029,16.518,18.941,18.406,19.099,18.532,18.03,20.824,20.237,17.149,20.37,19.03,18.167,17.385,17.428,17.045,17.858,19.418,18.846,19.442,17.506,17.282,19.067
209,Uttar Pradesh,JHANSI,16.469,16.049,15.599,17.459,15.7,15.669,17.311,16.64,15.93,16.435,17.121,17.152,16.382,15.581,15.517,16.825,16.659,17.735,17.741,16.243,18.119,17.077,16.341,17.709,17.518,16.136,16.925,16.224,16.834,16.7,16.475,16.581,16.833,15.675,16.274,16.778,20.268,17.901,16.301,18.59,16.957,16.706,16.098,16.003,15.719,16.454,18.46,17.828,17.988,16.617,16.571,17.92
210,Odisha,JHARSUGUDA,21.867,20.892,20.311,22.317,20.175,20.194,20.223,21.041,20.499,21.103,22.569,21.18,22.468,21.496,21.225,21.12,20.766,20.649,21.358,20.499,21.704,21.8,20.048,21.366,21.206,19.328,20.952,20.405,20.752,21.333,21.207,21.024,21.145,21.002,20.345,21.551,21.836,21.38,20.378,22.775,20.905,20.442,20.669,20.965,20.745,21.16,22.244,21.495,21.281,20.655,19.966,22.08
211,Rajasthan,JHUNJHUNU,14.801,14.662,14.067,15.264,13.26,12.655,15.802,14.517,14.122,14.817,14.896,15.864,13.808,14.157,12.971,15.154,14.447,16.249,16.48,14.248,15.981,15.035,14.73,16.03,15.344,14.761,15.406,14.324,14.808,15.111,14.094,15.169,15.187,14.266,15.086,14.351,17.723,15.601,13.872,17.034,15.865,14.684,14.344,14.689,14.123,15.837,16.279,16.033,16.448,14.649,14.689,16.01
212,Haryana,JIND,14.129,14.394,13.783,15.386,13.901,13.678,15.284,14.36,13.498,14.786,14.877,15.183,14.216,14.04,13.333,15.015,14.284,15.909,15.973,14.02,15.653,14.776,14.428,15.665,15.142,13.98,14.96,13.939,14.487,14.643,13.523,14.39,14.711,13.433,14.601,14.226,17.076,15.018,13.625,16.014,14.505,13.836,13.587,13.921,13.777,14.649,15.27,15.59,15.437,14.348,13.908,14.925
213,Rajasthan,JODHPUR,18.456,17.475,16.322,17.924,16.318,15.548,18.001,17.885,17.157,17.213,17.934,18.357,16.98,16.731,15.634,17.452,16.714,18.288,19.644,17.143,19.306,17.318,17.455,18.965,17.993,17.67,18.35,18.187,18.214,18.306,17.736,18.427,17.709,17.617,18.379,16.645,20.42,18.552,16.173,19.708,19.035,17.852,16.539,17.782,17.139,18.847,19.46,18.478,19.902,17.964,17.851,19.496
214,Telangana,JOGULAMBA GADWAL,25.758,25.139,24.37,25.849,24.845,24.601,23.066,24.712,25.082,25.57,25.661,25.125,25.32,25.359,25.408,25.915,24.31,24.528,25.556,25.058,25.287,25.655,24.457,24.791,25.734,25.221,25.857,24.404,26.385,24.822,26.154,25.922,25.459,26.537,25.173,26.563,24.686,25.393,25.504,25.561,25.702,24.466,25.714,26.239,24.959,25.203,26.785,25.967,25.436,25.762,26.387,25.3
215,Gujarat,JUNAGADH,21.286,20.746,20.38,21.206,21.078,21.303,21.803,21.733,21.323,21.093,21.496,20.978,21.618,20.603,19.585,21.171,21.326,22.1,23.154,20.93,22.337,20.803,21.227,22.481,22.229,21.247,21.874,20.952,21.591,21.986,22.025,21.816,21.968,23.1,21.697,20.709,22.951,22.706,20.023,23.002,22.488,21.478,20.52,21.613,20.96,22.025,22.792,22.591,22.928,21.499,21.54,21.889
216,Chhattisgarh,KABIRDHAM,19.355,18.889,18.35,19.761,18.644,18.1,18.534,19.592,18.136,18.955,20.116,18.906,19.477,18.823,18.706,19.044,18.874,18.408,19.64,19.112,20.423,19.69,18.389,19.578,19.604,18.4,19.882,18.377,19.248,19.249,18.592,19.622,19.015,19.562,18.433,19.481,20.838,19.522,18.54,21.003,18.617,19.004,18.437,18.777,18.964,18.886,20.329,19.809,19.499,18.913,17.941,19.953
217,Gujarat,KACHCHH,20.403,19.245,18.751,19.722,19.182,19.012,20.218,19.879,19.48,19.343,20.037,20.402,20.036,19.458,17.983,19.656,19.446,20.507,21.799,19.504,21.202,19.609,19.799,21.537,20.404,20.048,20.551,19.922,19.923,20.462,20.27,20.386,20.426,21.275,20.789,19.526,21.759,21.544,18.765,21.969,21.428,20.407,19.053,20.501,19.807,21.339,21.775,21.57,22.088,20.579,20.244,20.954
218,Haryana,KAITHAL,13.872,14.13,13.526,15.177,13.716,13.463,14.725,13.892,13.018,14.348,14.391,14.594,13.698,13.586,12.864,14.554,13.81,15.471,15.442,13.547,15.185,14.323,13.91,15.159,14.638,13.389,14.482,13.423,13.992,14.203,13.027,13.893,14.309,12.975,14.141,13.718,16.734,14.411,13.131,15.517,13.926,13.402,13.159,13.542,13.387,14.227,14.836,15.182,15.068,13.948,13.476,14.468
219,Odisha,KALAHANDI,23.187,22.504,21.393,22.63,21.826,21.699,21.203,22.244,22.318,22.565,23.289,22.035,23.553,22.835,22.802,22.574,21.573,21.294,22.575,21.737,22.464,22.765,21.063,21.817,22.139,20.263,22.214,21.388,22.662,21.978,22.126,22.022,20.884,22.554,20.817,22.125,21.758,21.934,21.679,23.105,21.727,21.002,21.592,22.114,21.353,21.406,22.954,22.024,21.75,21.301,21.966,22.523
220,Telangana,KAMAREDDY,23.709,23.454,22.713,24.99,23.365,22.736,22.028,23.76,23.112,23.957,24.438,23.279,24.5,23.123,23.499,24.213,22.756,23.485,23.892,23.283,23.372,24.122,22.273,23.283,23.983,22.305,24.449,22.462,24.347,23.301,23.969,24.351,23.433,24.608,23.387,23.963,23.335,23.416,23.769,25.076,24.099,23.044,24.16,24.68,23.478,24.011,25.696,24.026,23.121,23.298,23.655,23.507
221,Tamil Nadu,KANCHIPURAM,25.316,25.135,24.216,25.866,24.012,25.396,24.022,25.139,25.573,25.825,25.464,25.209,25.16,26.153,25.407,25.43,24.889,25.148,25.517,24.761,25.547,25.908,25.354,25.125,25.623,25.144,25.341,25.394,27.099,25.01,25.938,25.805,25.469,26.179,25.324,26.138,25.335,25.553,25.737,25.668,25.888,25.721,25.853,26.179,25.71,25.572,26.431,25.677,25.387,25.875,26.301,25.929
222,Odisha,KANDHAMAL,22.513,21.851,21.246,22.541,21.369,21.506,20.928,21.861,22.248,22.306,23.039,21.897,23.36,22.77,22.681,22.518,21.458,21.169,22.473,21.584,22.381,22.506,20.965,21.718,21.833,20.257,22.084,21.17,22.446,21.886,22.366,21.65,20.664,22.149,20.553,21.768,21.954,22.001,21.348,23.11,21.599,20.864,21.443,21.777,21.133,21.265,22.925,21.956,21.573,21.071,21.174,22.446
223,Uttar Pradesh,KANNAUJ,16.029,15.803,15.528,17.235,15.624,15.696,16.768,15.857,15.577,16.121,16.355,16.059,16.221,15.341,15.484,15.207,16.046,17.303,16.962,15.713,16.554,16.478,15.727,16.929,16.777,16.089,16.282,15.652,15.664,15.279,15.413,15.635,16.031,14.442,15.385,16.682,18.453,16.505,15.447,17.498,15.549,15.148,15.246,14.467,14.304,15.942,17.147,16.576,15.668,15.777,15.224,16.412
224,Tamil Nadu,KANYAKUMARI,27.351,26.878,26.427,27.435,25.978,27.14,26.609,27.035,27.257,27.658,27.063,27.097,26.851,27.675,27.091,27.3,27.345,27.643,27.632,26.99,27.366,27.243,27.055,27.125,27.398,28.048,27.314,27.247,28.348,27.338,27.767,27.603,27.496,27.67,27.726,27.918,27.344,27.358,27.621,27.4,27.812,27.654,27.473,28.015,27.717,27.578,28.257,27.903,27.772,27.992,28.594,27.838
225,Uttar Pradesh,KANPUR DEHAT,16.198,15.978,15.709,17.51,15.769,15.814,16.922,15.936,15.54,16.199,16.462,16.174,16.14,14.798,15.448,16.163,16.352,17.449,17.254,15.876,17.114,16.651,15.939,17.224,17.11,16.696,16.635,15.83,16.032,15.636,15.825,15.966,16.457,14.812,15.841,16.814,18.798,16.698,15.73,17.92,16.112,15.638,15.465,14.98,14.711,15.985,17.675,17.133,16.944,16.266,15.852,17.04
226,Uttar Pradesh,KANPUR NAGAR,16.2,16.017,15.74,17.64,16.004,15.951,16.969,16.153,15.628,16.362,16.549,16.246,16.181,14.46,15.512,16.606,16.546,17.536,17.4,15.978,17.201,16.838,15.982,17.376,17.307,17.069,16.772,16.0,16.238,15.927,15.973,16.122,16.663,14.854,15.985,16.995,18.796,16.703,15.912,18.024,16.019,15.694,15.618,15.005,14.737,16.112,17.741,17.159,16.808,16.418,15.894,16.955
227,Rajasthan,KARAULI,15.642,15.529,15.175,16.735,15.165,14.633,16.844,15.693,14.799,15.785,16.507,16.411,15.73,14.905,14.754,15.845,15.523,17.062,17.267,15.289,17.133,16.917,15.892,17.126,16.97,16.175,16.402,15.733,15.789,15.963,15.651,16.09,16.115,15.455,15.761,15.386,18.823,17.027,15.254,17.878,16.603,15.826,15.417,15.535,15.32,16.337,17.541,17.052,17.391,15.872,16.013,17.313
228,Telangana,KARIMNAGAR,24.401,24.153,23.241,25.411,23.902,23.457,22.799,24.552,23.983,25.058,25.77,24.069,25.306,24.269,24.498,25.235,23.562,24.019,24.669,23.937,24.101,24.744,22.923,23.805,24.589,22.943,25.097,23.019,24.866,23.848,24.375,24.38,24.291,25.243,23.737,24.544,24.051,24.135,24.438,25.72,24.502,23.478,24.566,24.89,24.224,23.986,26.077,24.324,23.877,23.655,24.334,24.559
229,Haryana,KARNAL,14.021,14.285,13.736,15.332,13.977,13.596,14.861,14.066,13.222,14.567,14.645,14.763,13.946,13.756,13.118,14.81,14.003,15.68,15.678,13.749,15.274,14.577,14.067,15.288,14.819,13.612,14.747,13.639,14.181,14.424,13.29,14.313,14.524,13.2,14.255,13.957,16.842,14.596,13.268,15.728,14.152,13.794,13.582,13.833,13.771,14.579,15.2,15.571,15.385,14.377,13.909,14.878
230,Tamil Nadu,KARUR,25.078,25.017,24.127,25.283,24.004,25.396,24.013,25.997,25.377,25.609,24.628,25.36,25.114,26.127,25.098,25.559,25.431,25.651,25.847,25.139,25.531,25.755,25.004,24.842,25.169,25.694,25.554,25.286,26.257,24.934,25.435,25.529,25.343,26.152,25.801,26.149,24.861,25.845,25.592,25.369,26.023,25.311,25.284,26.055,25.532,25.52,26.266,25.71,25.561,26.28,26.426,25.418
231,Uttar Pradesh,KASGANJ,15.69,15.3,14.979,16.469,14.944,14.921,16.708,15.787,15.334,15.884,16.264,16.138,15.645,14.712,14.704,14.491,15.456,16.78,16.694,15.078,16.188,15.733,14.957,16.388,16.132,15.073,15.764,14.879,15.192,14.636,14.802,14.949,15.194,13.868,14.606,15.396,17.821,15.843,14.823,16.924,15.541,14.98,14.932,14.418,14.321,15.588,16.839,16.265,15.873,15.014,14.817,16.064
232,Bihar,KATIHAR,17.274,17.113,16.611,18.369,17.787,17.826,18.55,17.511,17.034,18.124,18.435,18.411,18.709,17.297,17.544,18.237,18.434,19.202,19.45,17.802,18.64,18.762,17.892,18.075,18.205,18.358,18.562,17.454,17.674,19.368,17.328,18.092,18.405,15.669,17.764,18.772,19.708,17.848,17.705,19.29,17.393,17.24,17.864,17.471,17.358,18.387,18.611,18.966,17.148,18.526,17.526,18.482
233,Madhya Pradesh,KATNI,17.907,17.542,17.099,19.098,17.298,17.601,18.437,18.015,16.857,17.805,18.88,18.195,18.13,17.397,17.259,17.954,18.187,18.166,18.468,17.535,19.072,18.423,17.171,18.391,18.662,17.084,18.467,17.262,17.933,18.111,17.281,17.598,17.826,17.586,17.104,18.154,19.881,18.723,17.506,19.818,17.604,17.945,17.413,17.667,17.51,17.772,19.376,18.734,18.629,17.991,17.314,18.88
234,Uttar Pradesh,KAUSHAMBI,16.909,16.747,16.19,18.357,16.559,16.756,17.849,17.165,16.156,16.999,17.185,17.139,17.026,14.688,15.674,17.293,17.179,17.776,17.952,16.445,18.134,17.355,16.628,18.193,17.967,17.75,17.637,16.809,17.335,17.437,17.078,17.429,17.869,15.732,16.92,17.802,19.422,17.347,16.968,18.795,16.435,16.787,16.864,16.217,15.966,16.84,18.504,17.882,17.692,17.419,16.655,17.783
235,Odisha,KENDRAPARA,23.484,22.553,21.609,24.784,22.22,21.846,21.928,22.26,21.835,22.66,24.177,22.744,23.673,22.929,22.118,22.908,21.749,21.531,22.173,22.674,23.626,23.026,22.021,23.003,22.748,21.96,23.206,21.887,23.153,22.786,23.096,23.012,23.166,22.69,22.17,23.869,23.829,23.004,22.051,24.875,22.9,22.167,22.899,22.088,22.036,22.512,24.34,23.222,22.227,22.011,21.183,23.302
236,Odisha,KENDUJHAR,21.511,20.973,20.472,23.578,20.865,20.693,20.318,21.457,20.694,21.416,22.748,21.422,22.461,21.712,20.897,21.608,20.666,20.574,21.316,21.36,22.476,21.938,20.577,21.989,21.465,20.47,21.707,20.498,21.553,21.589,21.725,21.498,21.539,21.093,20.571,22.021,22.615,21.474,20.681,23.492,21.581,21.004,21.532,20.946,20.897,21.422,23.019,22.11,21.201,20.929,20.129,22.165
237,Bihar,KHAGARIA,16.956,16.604,16.239,17.715,17.557,17.346,18.229,17.303,16.437,17.747,18.248,17.947,18.345,16.704,16.889,17.777,17.775,18.744,19.145,17.369,17.775,18.228,16.891,18.094,17.834,17.551,18.331,17.12,17.242,18.235,17.178,17.366,18.259,15.077,16.578,18.286,19.315,17.633,17.344,18.869,16.848,16.765,17.687,16.799,17.051,18.06,18.134,18.475,16.222,18.131,17.139,17.953
