FID,STATE,DISTRICT,1970 Avg Temp,1971 Avg Temp,1972 Avg Temp,1973 Avg Temp,1974 Avg Temp,1975 Avg Temp,1976 Avg Temp,1977 Avg Temp,1978 Avg Temp,1979 Avg Temp,1980 Avg Temp,1981 Avg Temp,1982 Avg Temp,1983 Avg Temp,1984 Avg Temp,1985 Avg Temp,1986 Avg Temp,1987 Avg Temp,1988 Avg Temp,1989 Avg Temp,1990 Avg Temp,1991 Avg Temp,1992 Avg Temp,1993 Avg Temp,1994 Avg Temp,1995 Avg Temp,1996 Avg Temp,1997 Avg Temp,1998 Avg Temp,1999 Avg Temp,2000 Avg Temp,2001 Avg Temp,2002 Avg Temp,2003 Avg Temp,2004 Avg Temp,2005 Avg Temp,2006 Avg Temp,2007 Avg Temp,2008 Avg Temp,2009 Avg Temp,2010 Avg Temp,2011 Avg Temp,2012 Avg Temp,2013 Avg Temp,2014 Avg Temp,2015 Avg Temp,2016 Avg Temp,2017 Avg Temp,2018 Avg Temp,2019 Avg Temp,2020 Avg Temp,2021 Avg Temp
0,Chhattisgarh,BALOD,26.027,25.262,26.267,26.659,26.51,26.199,26.655,26.727,26.33,26.862,26.892,26.037,26.573,26.204,26.026,26.08,26.219,26.168,26.529,26.44,25.388,26.358,26.198,26.545,26.211,26.404,26.67,26.543,26.676,26.375,26.317,26.572,26.851,26.989,26.258,26.228,26.778,26.257,26.21,27.065,27.017,25.92,26.157,25.838,25.828,26.167,26.654,26.715,26.225,26.627,25.585,26.066
1,Telangana,ADILABAD,27.149,26.832,27.829,28.008,27.572,27.103,27.893,28.008,27.599,28.115,28.077,27.329,27.623,27.112,27.342,27.465,27.545,27.637,27.749,27.289,26.676,27.519,27.679,27.741,27.415,27.396,27.871,27.47,27.835,27.288,27.42,27.647,28.046,27.991,27.624,27.211,27.153,27.34,27.637,28.513,28.176,27.251,27.671,27.098,27.568,27.909,28.063,28.017,27.831,28.291,27.228,27.538
2,Madhya Pradesh,AGAR-MALWA,25.082,24.453,25.107,25.285,25.239,24.723,25.58,25.761,25.123,25.644,25.764,25.443,25.288,24.624,25.036,25.49,25.325,25.887,25.978,25.665,25.164,25.63,25.514,25.643,25.022,25.218,25.269,24.429,25.208,24.602,25.057,25.611,26.39,25.922,25.845,25.569,25.927,26.047,25.352,26.342,26.386,25.443,25.228,24.862,25.405,25.393,25.872,25.658,25.757,25.216,25.269,25.425
3,Uttar Pradesh,AGRA,25.675,24.895,25.813,25.785,25.653,25.117,25.492,25.495,25.247,26.024,26.062,25.779,25.548,25.06,25.51,25.709,25.412,26.441,26.329,25.183,25.739,26.074,25.602,25.927,26.087,25.869,25.585,24.68,26.002,25.858,25.755,25.665,26.444,25.591,26.125,25.513,26.486,25.89,25.697,26.602,26.841,25.792,25.932,25.643,25.923,26.071,26.607,26.377,26.054,25.685,25.747,26.027
4,Maharashtra,AHMEDNAGAR,25.267,25.062,26.238,25.819,25.486,25.162,25.621,25.86,25.675,26.298,26.086,25.481,25.908,25.545,25.751,25.74,25.89,25.913,25.611,25.129,24.964,25.262,25.624,25.437,25.09,25.512,25.621,25.512,25.515,24.728,24.962,25.538,26.165,26.152,25.746,25.534,25.741,26.031,25.776,26.529,26.372,25.718,25.854,25.819,26.073,26.342,26.072,25.959,26.101,26.065,26.062,25.964
5,Gujarat,AHMEDABAD,27.14,26.8,27.209,27.028,27.284,26.579,26.645,27.405,27.034,27.262,27.799,27.162,27.392,26.336,26.576,27.231,27.496,28.675,27.998,27.392,27.376,27.367,27.177,27.916,27.124,27.631,27.503,26.748,27.63,27.341,27.611,27.313,28.014,27.609,27.656,26.803,27.64,27.736,27.213,28.299,28.305,27.789,27.463,27.288,27.906,28.238,28.126,27.922,28.163,27.786,27.807,27.883
6,Rajasthan,AJMER,25.799,25.064,25.08,25.433,25.221,24.483,25.213,25.233,25.213,25.371,26.023,25.547,24.887,24.545,25.392,25.962,25.631,26.644,26.493,25.628,25.522,25.83,25.667,26.164,25.447,26.166,25.693,24.602,25.839,26.106,26.288,25.991,27.188,26.009,26.442,25.371,26.464,26.234,25.796,27.079,26.885,26.005,25.778,25.709,25.931,26.231,26.651,26.242,26.308,25.716,25.733,25.787
7,Maharashtra,AKOLA,26.834,26.588,27.242,27.166,27.098,26.352,27.136,27.248,26.872,27.58,27.868,27.022,27.522,26.87,27.198,27.309,27.459,27.397,27.396,27.021,26.282,27.178,26.975,27.138,26.741,27.072,27.342,26.763,27.393,26.936,27.042,27.069,27.448,27.13,27.132,26.648,26.85,27.074,27.102,27.974,27.648,26.807,27.021,26.714,27.295,27.393,27.482,27.576,27.415,27.244,27.066,27.305
8,Uttar Pradesh,ALIGARH,25.144,24.329,25.181,25.206,25.054,24.386,24.813,25.051,24.853,25.544,25.523,25.08,24.711,24.355,24.82,25.208,24.848,25.981,25.666,24.705,25.003,25.155,24.872,25.253,25.281,25.214,24.852,24.053,25.203,25.248,24.915,25.049,25.6,24.726,25.298,24.737,25.592,25.152,24.939,25.688,25.873,24.984,25.136,24.745,24.882,25.346,25.821,25.469,25.102,24.834,24.654,25.058
9,Madhya Pradesh,ALIRAJPUR,26.082,25.663,26.199,26.118,26.431,25.862,26.39,26.591,26.186,26.601,27.222,25.768,26.139,24.985,25.344,26.018,26.108,27.055,26.351,25.886,25.706,26.044,25.885,26.177,25.596,26.023,25.887,25.411,26.307,25.403,26.098,26.348,26.308,25.92,26.168,25.842,26.359,26.128,25.782,26.622,26.728,25.771,25.567,25.405,25.962,26.22,26.294,26.12,26.348,25.994,26.124,26.249
10,Uttar Pradesh,PRAYAGRAJ,25.718,24.706,25.817,26.225,25.961,25.692,25.777,25.725,25.258,26.206,25.861,25.364,25.314,24.729,25.399,26.026,25.357,26.156,26.008,25.49,25.328,25.652,26.018,26.191,25.968,26.362,25.821,25.353,26.31,26.217,25.833,25.97,26.547,25.764,25.968,26.276,26.201,25.722,25.705,26.585,26.854,25.776,25.939,25.59,25.638,26.256,26.416,26.54,26.335,26.259,25.639,25.868
11,Rajasthan,ALWAR,24.891,24.336,24.935,25.009,24.921,24.204,24.502,24.635,24.589,25.105,25.314,25.035,24.462,23.956,24.793,25.222,24.834,26.093,25.592,24.727,24.994,25.433,24.798,25.281,25.117,25.317,24.571,23.95,25.1,25.539,25.288,25.148,26.012,24.89,25.438,24.713,25.663,25.176,25.019,26.051,25.979,25.091,25.204,25.122,25.214,25.447,26.011,25.692,25.612,25.103,25.083,25.293
12,Haryana,AMBALA,22.686,22.121,22.568,22.649,22.603,22.201,22.032,22.237,21.959,22.33,22.544,22.36,21.9,21.606,22.339,22.845,21.64,23.261,23.137,22.277,22.38,22.564,22.379,22.605,22.422,22.306,22.241,21.453,22.531,22.743,22.188,22.835,22.78,22.23,22.967,22.421,23.245,22.49,22.369,23.035,23.075,22.65,22.801,22.844,22.735,22.813,23.667,23.404,23.231,22.834,22.438,23.071
13,Uttar Pradesh,AMBEDKAR NAGAR,25.187,24.396,25.545,25.803,25.529,25.151,25.124,25.176,25.049,26.056,25.654,25.117,24.963,24.772,24.803,25.463,24.969,25.559,25.444,24.975,24.691,25.017,25.232,24.972,25.312,25.625,25.262,24.773,25.603,25.478,24.835,24.856,25.513,24.876,24.964,25.689,25.409,25.058,24.872,25.658,25.878,24.882,25.115,24.774,24.652,25.284,25.364,25.456,25.106,25.201,24.593,24.84
14,Uttar Pradesh,AMETHI,25.282,24.496,25.651,25.853,25.597,25.077,25.087,25.228,24.947,25.693,25.296,24.531,24.644,24.069,25.122,25.564,24.954,25.627,25.65,25.119,25.024,25.239,25.4,25.527,25.921,26.097,25.282,24.794,25.585,25.697,25.172,25.243,25.875,25.052,25.625,25.756,25.693,25.011,24.977,25.828,26.035,24.974,25.044,24.614,24.65,25.458,25.514,25.693,25.305,25.527,25.0,25.253
15,Maharashtra,AMRAVATI,26.421,26.014,26.855,26.854,26.671,26.031,26.863,26.919,26.436,27.106,27.239,26.499,26.959,26.411,26.633,26.858,26.998,26.996,27.061,26.655,25.847,26.606,26.732,26.668,26.222,26.636,26.879,26.226,26.85,26.366,26.423,26.531,27.07,26.634,26.599,26.081,26.292,26.64,26.629,27.521,27.166,26.199,26.38,26.086,26.609,26.604,26.796,26.893,26.621,26.651,26.418,26.589
16,Gujarat,AMRELI,26.343,26.048,26.755,26.584,27.308,26.375,26.821,27.273,26.801,26.724,26.421,26.278,26.645,25.787,26.193,26.599,26.526,27.763,26.928,26.605,26.604,26.409,26.527,27.43,26.91,26.998,26.731,26.299,27.004,26.845,27.169,26.804,27.236,26.97,27.143,26.297,26.869,27.103,26.505,27.377,27.186,26.888,26.74,26.563,27.083,27.499,27.33,27.259,27.512,27.047,27.039,27.14
17,Uttar Pradesh,AMROHA,23.995,23.311,24.06,24.186,24.195,23.442,23.715,23.948,23.819,24.338,24.351,23.871,23.359,23.016,23.784,24.221,23.597,24.779,24.384,23.702,23.753,23.927,23.708,24.211,24.247,24.194,23.888,23.071,24.039,24.557,23.867,24.21,24.509,23.756,24.475,24.171,24.591,24.08,23.976,24.723,24.898,24.029,24.16,23.804,23.865,24.408,24.97,24.581,24.235,23.947,23.711,24.107
18,Gujarat,ANAND,27.234,26.908,27.387,27.216,27.421,26.755,27.092,27.702,27.198,27.453,27.945,27.308,27.579,26.408,26.779,27.504,27.677,28.824,28.004,27.457,27.574,27.489,27.287,28.01,27.291,27.817,27.671,27.056,27.838,27.419,27.707,27.318,27.936,27.685,27.748,27.077,27.89,27.73,27.31,28.318,28.355,27.83,27.509,27.351,28.052,28.234,28.064,27.939,28.093,27.812,27.865,27.869
19,Andhra Pradesh,ANANTAPUR,26.258,25.847,26.593,26.711,26.024,25.964,26.268,26.284,26.302,26.755,26.82,26.482,26.757,26.835,26.467,26.655,26.765,26.823,26.589,26.453,26.413,26.555,26.275,26.279,26.495,26.75,26.404,26.403,27.271,26.413,26.353,26.806,27.018,27.513,26.441,26.794,26.74,26.488,26.141,26.611,26.794,26.288,26.777,26.64,26.777,27.022,27.235,27.256,26.908,27.262,26.806,26.405
20,Odisha,ANGUL,25.918,25.056,26.897,26.819,26.744,26.221,26.096,25.92,26.151,27.207,26.685,26.417,26.966,26.39,26.229,26.043,25.99,26.16,26.359,26.443,25.812,25.79,25.855,25.895,25.299,25.519,26.115,25.825,26.469,26.065,26.221,25.816,26.172,25.97,25.839,26.54,26.252,26.507,26.21,26.984,26.927,25.857,26.288,25.923,25.822,26.642,26.645,26.551,26.06,26.233,25.902,26.589
21,Madhya Pradesh,ANUPPUR,24.114,23.36,24.429,24.683,24.401,24.097,24.319,24.227,23.805,24.698,24.874,23.924,24.081,23.941,23.873,24.365,24.073,24.068,24.584,24.458,24.002,24.111,24.131,24.448,24.127,24.264,24.247,23.881,24.394,24.276,23.922,23.929,24.267,24.472,23.882,24.28,24.548,24.354,24.154,25.061,25.171,24.085,24.248,24.001,24.21,24.447,24.752,24.998,24.497,24.646,23.909,24.243
22,Bihar,ARARIA,23.795,22.971,24.016,24.327,24.076,24.155,24.219,24.012,24.022,24.905,24.669,24.103,24.345,24.155,24.605,24.339,24.104,24.828,25.159,24.304,24.162,24.219,24.518,24.303,24.387,24.816,24.62,23.892,24.622,25.044,24.374,24.572,24.403,24.039,24.393,24.805,24.937,24.804,24.612,24.92,24.987,24.186,24.336,24.298,24.695,24.844,24.996,25.176,24.68,25.01,24.657,25.303
23,Tamil Nadu,ARIYALUR,28.792,28.531,28.767,29.062,28.646,28.629,28.676,28.815,29.003,29.209,29.141,28.929,29.242,29.481,28.794,29.07,29.313,29.582,29.287,29.075,29.306,29.37,28.979,28.805,29.037,29.186,28.91,29.288,29.797,29.037,29.246,29.26,29.519,29.417,28.975,29.395,29.302,29.353,29.082,29.563,29.389,29.207,29.693,29.656,29.416,29.512,29.968,29.867,29.559,30.095,29.658,29.416
24,Gujarat,ARVALLI,26.369,25.997,26.331,26.278,26.445,25.622,25.656,26.489,26.242,26.697,26.999,26.373,26.427,25.423,25.713,26.275,26.52,27.754,27.204,26.44,26.237,26.507,26.284,26.881,25.998,26.713,26.538,25.744,26.591,26.182,26.658,26.731,27.355,26.921,26.917,26.106,26.839,26.979,26.467,27.58,27.608,27.019,26.573,26.444,26.929,27.396,27.352,26.967,27.195,26.914,26.848,26.863
25,Bihar,ARWAL,25.888,25.029,26.154,26.441,25.726,25.023,25.051,25.577,25.078,26.43,25.51,25.026,25.201,24.878,24.75,25.028,24.675,25.848,24.995,24.064,23.894,24.664,24.941,24.155,24.938,25.125,24.776,24.479,25.421,24.974,24.554,24.524,25.195,24.756,24.915,25.755,25.704,24.941,25.301,25.703,26.035,24.974,25.327,25.097,24.908,25.598,25.662,25.547,25.104,25.43,24.752,24.772
26,Madhya Pradesh,ASHOKNAGAR,24.776,23.983,24.914,25.023,24.857,24.423,25.169,25.415,24.82,25.428,25.776,25.315,24.948,24.282,24.817,25.263,25.098,25.883,25.818,25.37,25.276,25.545,25.425,25.615,25.164,25.132,25.214,24.289,25.378,25.24,25.244,25.588,26.47,25.556,25.883,25.463,26.46,26.065,25.521,26.449,26.688,25.767,25.515,25.114,25.518,25.764,26.271,26.086,26.034,25.484,25.59,25.624
27,Uttar Pradesh,AURAIYA,25.353,24.419,25.574,25.509,25.224,25.025,25.179,25.125,25.063,25.496,25.163,24.688,25.242,24.984,25.056,25.21,25.046,25.92,25.936,25.04,25.132,25.371,25.103,25.417,25.704,25.486,25.268,24.235,25.334,25.387,24.92,25.175,25.927,25.179,25.625,25.264,26.025,25.395,25.146,25.867,26.024,24.976,25.031,24.524,24.793,25.543,25.952,25.718,25.337,25.177,25.084,25.517
28,Bihar,AURANGABAD,25.558,25.127,26.146,25.987,25.76,25.24,25.555,25.914,25.518,26.299,26.15,25.42,25.745,25.309,25.455,25.599,25.627,25.991,25.577,24.943,24.668,25.147,25.449,25.206,25.145,25.53,25.631,25.236,25.611,25.101,25.196,25.324,25.934,25.741,25.595,25.706,25.923,25.819,25.783,26.421,26.447,25.569,25.642,25.589,25.859,26.278,26.193,26.08,26.003,25.966,25.716,25.862
29,Maharashtra,AURANGABAD,25.558,25.127,26.146,25.987,25.76,25.24,25.555,25.914,25.518,26.299,26.15,25.42,25.745,25.309,25.455,25.599,25.627,25.991,25.577,24.943,24.668,25.147,25.449,25.206,25.145,25.53,25.631,25.236,25.611,25.101,25.196,25.324,25.934,25.741,25.595,25.706,25.923,25.819,25.783,26.421,26.447,25.569,25.642,25.589,25.859,26.278,26.193,26.08,26.003,25.966,25.716,25.862
30,Uttar Pradesh,AZAMGARH,25.363,24.57,25.666,26.029,25.767,25.272,25.241,25.329,25.08,26.224,25.7,25.279,24.935,24.89,24.802,25.43,24.986,25.691,25.384,24.805,24.403,25.061,25.264,24.867,25.294,25.659,25.268,24.793,25.69,25.53,24.794,24.764,25.508,24.883,24.924,25.788,25.59,25.194,24.999,25.75,26.044,25.107,25.461,25.212,24.872,25.592,25.679,25.658,25.408,25.496,24.765,25.044
31,Karnataka,BAGALKOT,25.97,25.583,26.596,26.495,25.784,25.466,26.056,26.087,25.904,26.335,26.412,26.072,26.313,26.151,26.218,26.383,26.362,26.235,26.318,26.066,25.848,26.281,26.151,25.905,26.043,26.369,26.188,26.172,26.68,25.99,26.191,26.373,26.678,27.048,26.231,26.159,25.667,25.894,25.848,26.483,26.343,25.711,26.137,25.886,25.931,26.547,26.399,26.395,26.25,26.539,26.31,25.888
32,Uttar Pradesh,BAGPAT,24.403,23.984,24.546,24.62,24.674,24.052,24.231,24.397,24.223,24.751,24.865,24.625,24.013,23.733,24.619,24.9,24.324,25.73,25.141,24.526,24.601,24.754,24.515,24.876,24.697,24.579,24.384,23.56,24.617,25.201,24.689,24.715,25.417,24.488,25.007,24.567,25.18,24.73,24.547,25.265,25.329,24.633,24.771,24.698,24.649,24.836,25.577,25.329,25.196,24.738,24.422,24.836
33,Uttar Pradesh,BAHRAICH,25.064,24.213,25.496,25.524,25.375,25.125,24.939,25.163,25.05,25.577,25.427,24.707,24.791,24.565,24.916,25.365,24.97,25.695,25.389,24.833,24.917,25.298,25.125,25.213,25.523,25.735,25.196,24.59,25.278,25.545,24.88,25.014,25.552,24.922,25.268,25.649,25.725,25.117,24.78,25.487,25.643,24.662,24.678,24.098,24.177,25.146,25.237,25.255,24.67,24.989,24.554,24.987
34,Madhya Pradesh,BALAGHAT,25.258,24.571,25.679,25.951,25.711,25.398,25.901,25.929,25.383,25.988,26.278,25.395,25.725,25.428,25.345,25.528,25.547,25.432,25.972,25.785,25.094,25.586,25.614,25.767,25.326,25.987,25.964,25.42,25.885,25.677,25.499,26.066,26.135,26.2,25.771,25.768,26.659,25.911,25.654,26.628,26.592,25.596,25.573,25.333,25.715,25.783,26.151,26.243,25.739,26.022,25.401,25.437
35,Odisha,BALESWAR,26.651,25.737,27.077,26.769,26.505,26.105,26.612,26.495,26.378,27.378,27.202,26.333,27.072,26.678,26.498,26.567,26.377,26.544,26.704,26.628,26.353,26.556,26.25,26.06,26.613,26.557,27.05,26.502,27.051,26.822,26.862,26.729,27.053,26.88,26.833,27.007,27.037,26.718,26.787,27.559,27.552,26.543,27.027,26.504,26.606,27.025,27.143,26.912,26.446,26.624,26.391,26.907
36,Uttar Pradesh,BALLIA,25.588,24.818,25.855,25.926,25.556,24.996,24.869,25.299,25.055,26.247,25.389,25.004,24.69,24.703,24.683,24.877,24.7,25.551,24.985,24.157,23.894,24.772,24.899,24.24,24.89,25.151,24.899,24.422,25.371,25.024,24.459,24.436,25.149,24.645,24.713,25.598,25.668,24.936,24.897,25.489,25.85,24.958,25.428,25.235,24.706,25.472,25.551,25.453,25.086,25.351,24.619,24.811
37,Chhattisgarh,BALODA BAZAR,25.647,24.915,25.944,26.12,25.937,25.558,25.916,25.955,25.511,26.396,26.448,25.842,25.901,25.602,25.593,25.684,25.581,25.7,25.815,25.907,25.371,25.82,25.727,25.512,25.493,25.225,25.945,25.977,25.908,25.902,25.947,25.643,25.741,25.915,25.179,25.484,25.902,25.594,25.55,26.367,26.439,25.022,25.463,25.207,24.859,25.863,25.97,26.226,25.6,25.871,25.2,25.824
38,Chhattisgarh,BALARAMPUR,24.805,23.475,24.786,24.966,24.668,24.588,24.752,24.891,24.627,25.618,25.408,24.606,24.91,24.485,24.362,24.85,24.386,25.011,24.808,24.21,24.223,24.548,24.671,24.544,24.461,24.793,24.614,24.387,24.738,24.732,24.553,24.66,25.155,24.738,24.683,25.108,25.001,24.584,24.437,25.413,25.65,24.489,24.745,24.515,24.577,24.976,25.238,25.286,24.731,24.914,24.074,24.486
39,Uttar Pradesh,BALRAMPUR,25.051,24.238,25.564,25.617,25.388,25.131,24.991,25.133,25.081,25.747,25.55,24.85,24.879,24.679,24.814,25.38,25.03,25.664,25.413,24.95,24.928,25.252,25.191,25.168,25.315,25.603,25.154,24.601,25.278,25.473,24.779,24.999,25.447,24.876,25.063,25.629,25.535,24.997,24.748,25.503,25.656,24.595,24.766,24.322,24.312,25.094,25.138,25.318,24.86,25.079,24.53,24.902
40,Gujarat,BANAS KANTHA,25.257,24.907,25.196,25.014,25.272,23.955,24.04,24.906,24.877,25.089,25.824,25.077,24.863,24.236,24.136,24.791,24.885,26.214,26.094,25.063,24.794,24.933,24.499,25.051,24.145,25.143,25.146,24.326,25.247,25.045,25.32,25.179,25.735,25.093,25.056,24.204,24.848,25.448,24.874,26.018,25.991,25.512,25.07,24.964,25.404,25.905,25.975,25.561,25.877,25.511,25.409,25.489
41,Uttar Pradesh,BANDA,25.583,24.558,25.837,26.201,25.985,25.655,25.871,26.011,25.487,26.345,25.992,25.201,24.934,24.357,25.57,26.016,25.599,26.252,26.143,25.484,25.321,25.435,25.563,26.289,26.307,26.101,25.677,24.981,26.039,26.046,25.359,25.973,26.417,25.5,25.645,25.346,26.254,25.679,25.571,26.255,26.5,25.599,25.585,25.111,25.324,26.256,26.486,26.391,26.299,26.015,25.603,25.81
42,Karnataka,BENGALURU RURAL,23.603,23.418,23.972,24.082,23.694,23.732,23.964,23.964,23.979,24.364,24.267,24.124,24.323,24.642,23.858,24.193,24.318,24.455,24.349,24.186,24.325,24.242,23.932,24.13,24.031,24.313,24.127,24.572,24.951,24.146,24.147,24.557,24.721,25.023,24.146,24.366,24.39,24.044,23.918,24.392,24.598,24.136,24.642,24.497,24.64,24.624,25.166,24.944,24.479,25.088,24.856,24.474
43,Karnataka,BENGALURU URBAN,23.782,23.592,24.126,24.234,23.932,23.876,24.105,24.082,24.095,24.433,24.397,24.244,24.47,24.794,24.021,24.393,24.479,24.629,24.507,24.339,24.519,24.446,24.107,24.295,24.19,24.437,24.228,24.74,25.102,24.292,24.299,24.691,24.96,25.19,24.356,24.523,24.596,24.168,24.126,24.608,24.823,24.384,24.855,24.739,24.807,24.815,25.409,25.133,24.652,25.346,25.103,24.716
44,Bihar,BANKA,25.152,24.04,25.24,25.059,25.115,25.607,25.636,25.351,25.215,26.319,26.111,25.48,26.146,25.858,25.679,26.013,25.714,26.154,26.286,25.826,25.3,25.995,25.993,25.819,26.155,26.206,26.127,25.713,26.239,26.233,25.948,25.864,25.769,25.307,25.686,26.122,26.309,25.804,26.253,26.377,26.451,25.577,25.983,25.747,25.889,26.111,26.318,26.205,25.871,26.24,25.874,26.478
45,Rajasthan,BANSWARA,25.93,25.373,25.511,25.646,26.063,25.382,25.95,26.264,25.903,26.439,26.66,25.868,25.909,25.03,25.458,25.966,25.906,26.911,26.594,25.787,25.635,26.286,26.009,26.362,25.711,26.157,25.973,25.317,26.103,25.361,26.082,26.62,26.777,26.386,26.597,26.039,26.248,26.508,26.052,26.954,27.0,26.066,25.768,25.588,26.109,26.354,26.567,26.189,26.412,26.004,26.084,26.183
46,Uttar Pradesh,BARABANKI,25.137,24.302,25.518,25.587,25.485,25.091,25.043,25.225,25.078,25.638,25.462,24.73,24.8,24.469,25.01,25.469,24.993,25.673,25.551,24.957,24.999,25.328,25.254,25.401,25.803,26.002,25.25,24.695,25.428,25.612,24.989,25.125,25.703,24.983,25.476,25.647,25.786,25.153,24.857,25.671,25.855,24.824,24.861,24.3,24.372,25.325,25.333,25.425,24.861,25.24,24.833,25.156
47,Rajasthan,BARAN,25.293,24.528,25.342,25.567,25.426,24.833,25.61,25.921,25.168,25.814,26.112,25.667,25.254,24.536,25.355,25.647,25.501,26.305,26.199,26.039,25.552,26.141,25.902,25.923,25.382,25.487,25.469,24.583,25.364,25.099,25.553,25.932,26.977,26.219,26.402,25.914,26.672,26.622,25.815,26.896,27.073,26.089,25.765,25.428,25.926,26.005,26.545,26.341,26.239,25.652,25.765,25.85
48,Uttar Pradesh,BAREILLY,23.685,22.885,23.791,23.976,23.895,23.449,23.627,23.827,23.529,24.047,23.931,23.248,23.0,22.964,23.369,23.62,23.404,24.376,24.141,23.222,23.329,23.601,23.268,23.838,24.063,23.91,23.654,22.897,23.731,24.188,23.497,23.801,24.171,23.33,23.83,23.841,24.376,23.835,23.652,24.347,24.591,23.615,23.792,23.396,23.536,24.102,24.654,24.246,23.82,23.587,23.379,23.876
49,Odisha,BARGARH,27.261,26.383,27.651,27.684,27.69,27.255,27.582,27.011,26.912,27.909,27.709,27.361,27.591,27.136,27.209,26.912,26.859,27.076,26.956,26.91,26.48,26.441,26.635,26.362,26.055,26.225,26.669,27.11,27.265,26.913,26.925,26.318,26.284,26.874,26.342,26.781,26.492,26.83,26.714,27.471,27.574,26.119,26.536,26.288,25.833,27.032,27.037,27.192,26.645,26.953,26.387,27.006
50,Rajasthan,BARMER,26.419,26.07,25.795,25.887,26.226,24.993,25.584,26.252,26.037,26.105,26.943,26.752,26.038,25.605,25.527,26.086,25.761,26.88,27.337,26.244,25.992,25.957,25.521,26.123,25.126,26.264,26.205,25.594,26.777,26.697,26.65,26.464,26.951,25.929,26.557,25.808,26.278,26.591,26.276,27.236,27.119,26.523,25.97,26.264,26.503,26.832,27.389,26.889,27.315,26.819,26.811,27.045
51,Madhya Pradesh,BARWANI,26.373,26.043,26.671,26.412,26.354,25.881,26.471,26.714,26.309,26.772,27.063,26.17,26.525,25.758,26.044,26.465,26.572,27.039,26.699,26.251,26.098,26.266,26.358,26.324,25.884,26.316,26.373,25.95,26.844,26.142,26.426,26.493,26.607,26.326,26.274,26.029,26.597,26.28,26.091,26.851,26.891,25.813,25.77,25.541,26.171,26.357,26.438,26.488,26.703,26.385,26.284,26.471
52,Chhattisgarh,BASTAR,25.245,24.567,25.34,25.876,25.646,25.359,25.666,25.534,25.432,25.995,25.848,25.362,25.87,25.712,25.453,25.311,25.266,25.388,25.795,25.5,25.114,25.694,25.597,25.632,25.29,25.267,25.527,25.682,26.059,25.446,25.521,25.409,25.549,25.941,24.899,25.3,24.802,25.408,25.46,26.051,26.011,25.23,25.422,25.255,25.131,25.689,25.794,25.605,25.233,25.684,25.257,25.515
53,Uttar Pradesh,BASTI,25.051,24.262,25.479,25.623,25.337,25.024,24.961,25.019,24.949,25.811,25.523,24.945,24.854,24.678,24.711,25.331,24.953,25.548,25.382,24.897,24.734,25.026,25.126,25.013,25.2,25.456,25.102,24.589,25.355,25.358,24.693,24.762,25.322,24.704,24.844,25.569,25.379,25.002,24.788,25.5,25.728,24.765,25.013,24.669,24.428,25.168,25.191,25.279,24.86,25.012,24.457,24.782
54,Maharashtra,BEED,25.658,25.72,26.814,26.492,26.01,25.801,26.228,26.472,26.205,26.997,26.736,26.166,26.541,26.028,26.389,26.333,26.389,26.372,26.062,25.58,25.422,26.132,26.187,25.963,25.573,26.042,26.085,26.068,25.963,25.11,25.434,26.174,26.632,26.818,26.307,26.007,26.194,26.312,26.365,27.094,26.889,26.224,26.632,26.391,26.576,27.012,26.701,26.432,26.482,26.57,26.417,26.249
55,Bihar,BEGUSARAI,25.224,24.01,25.448,25.46,25.429,25.19,25.404,25.205,25.052,26.206,25.587,25.162,25.164,25.072,25.197,25.646,25.068,25.66,25.822,24.953,25.055,25.291,25.365,25.271,25.383,25.712,25.49,25.025,25.784,25.403,25.171,25.123,25.418,24.869,25.163,25.914,26.034,25.398,25.506,25.925,26.119,25.121,25.518,25.317,25.572,25.844,25.726,25.961,25.412,26.02,25.495,25.779
56,Karnataka,BELAGAVI,25.513,25.29,26.153,26.071,25.549,25.24,25.667,25.856,25.601,26.024,25.984,25.795,25.869,25.668,25.952,25.979,26.107,26.193,26.043,25.817,25.632,25.95,25.865,25.754,25.683,25.932,25.978,26.09,26.148,25.653,25.706,25.955,26.24,26.484,25.95,25.779,25.516,25.764,25.752,26.393,26.367,25.728,25.991,25.755,25.941,26.357,26.18,26.239,26.081,26.271,26.158,25.901
57,Karnataka,BALLARI,26.507,26.043,26.915,26.942,26.197,26.045,26.502,26.47,26.281,26.769,26.832,26.493,26.845,26.818,26.634,26.841,26.842,26.779,26.693,26.473,26.238,26.562,26.278,26.004,26.576,27.001,26.533,26.45,27.455,26.549,26.553,26.89,27.302,27.649,26.672,26.909,26.788,26.627,26.215,26.684,26.841,26.356,26.774,26.592,26.668,27.149,27.191,27.308,26.943,27.245,26.837,26.478
58,Chhattisgarh,BEMETARA,24.998,24.305,25.184,25.525,25.309,24.972,25.349,25.549,25.023,25.709,25.858,25.041,25.269,25.024,24.896,25.161,25.043,24.789,25.452,25.415,24.626,25.188,25.299,25.411,25.034,25.249,25.512,25.447,25.415,25.298,25.113,25.455,25.756,25.738,24.984,25.268,25.706,25.284,25.147,25.967,26.07,24.922,25.051,24.83,24.906,25.336,25.651,25.836,25.347,25.553,24.824,25.064
